"taxon_name","accepted_name","ref_author","ref_pubyr","primary_reference","phylum","class","order","family","genus","reference_no","taxon_no","data_enterer","zoobank","ref_language","group","taxon_status","type_locality","type_country","country_reposited","institution_reposited","holotype_number..separate.by...if.multiple.","sp_named_after","sp_language..if.another.language.but.latin.used.","sp_if_person_name","sp_if_person_gender","sp_gender_notes","sp_if_person_country","sp_if_person_country_notes","sp_notes","gen_named_after","gen_language..if.another.language.but.latin.used.","gen_if_person_name","gen_if_person_gender","gen_gender_notes","gen_if_person_country","gen_if_person_country_notes","gen_notes","affiliations_of_authors..separated.by...","countries_of_authors..separated.by...","modified.by","data_from_alternative_source","comments"
"Flexomornis howei","Flexomornis howei","Tykoski and Fiorillo","2010","R. S. Tykoski and A. R. Fiorillo. 2010. An entantiornithine bird from the lower middle Cenomanian of Texas. Journal of Vertebrate Paleontology 30(1):288-292","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Flexomornis","32079","163514","Thomas Wong Hearing","urn:lsid:zoobank.org:act:5FBC3B9A-0513-42F5-BABE-844E79A90648","English","aves","valid","Lewisville Member of the Woodbine Formation (lower middle Cenomanian), near the Grapevine Lake Dam Spillway, northeast Tarrant County, Texas, U.S.A. More specific locality information is on file at the Museum of Nature and Science, Dallas.","USA","USA","Museum of Nature and Science, Dallas","DMNH 18137","person",NA,"Kris Howe","male","assumed from ending","USA","explicitly stated in paper","""howei in recognition of Kris Howe, the local fossil enthusiast who brought the site and its vertebrate fossils to our attention.""","morphological characteristics","Greek",NA,NA,NA,NA,NA,"""Flexomornis, from flex (Latin for bend, curve, or turn), om (Greek for shoulder), and ornis (Greek for bird)""","Museum of Nature and Science, Dallas, P.O. Box 151469, Dallas, Texas 75315–1469","USA",NA,"FALSE",NA
"Ojoceratops fowleri","Ojoceratops fowleri","Sullivan and Lucas","2010","R. M. Sullivan and S. G. Lucas. 2010. A new chasmosaurine (Ceratopsidae, Dinosauria) from the Upper Cretaceous Ojo Alamo Formation (Naashoibito Member), San Juan Basin, New Mexico.  In M. J. Ryan, B. J. Chinnery-Allgeier, D. A. Eberth (eds.), New Perspectives on Horned Dinosaurs: The Royal Tyrrell Museum Ceratopsian Symposium. Indiana University Press, Bloomington","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","33791","170630","Thomas Halliday",NA,"English","dinosauria","invalid (other)","SMP 410b, Willow Wash, New Mexico","USA","USA","State Museum of Pennsylvania","SMP VP-1865","person",NA,"Denver Fowler",NA,NA,"UK","retrieved from external source","Discoverer of specimen, at the time a PhD student","location/geography",NA,NA,NA,NA,NA,NA,"Ojo Alamo Formation, the layer in which the specimen was found","State Museum of Pennsylvania; New Mexico Museum of Natural History and Science","USA; USA",NA,"FALSE",NA
"Fruitadens haagarorum","Fruitadens haagarorum","Butler et al.","2010","R. J. Butler, P. M. Galton, and L. B. Porro, L. M. Chiappe, D. M. Henderson, G. M. Erickson. 2010. A new Upper Jurassic heterodontosaurid from North America: lower limits of ornithischian dinosaur body size inferred from North America. Proceedings of the Royal Society B: Biological Sciences 277:375-381","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Fruitadens","31136","157201","Sarah Greene",NA,NA,"dinosauria",NA,"LACM Fruita Paleontological Area, northwest of Grand Junction, Colorado, USA","USA","USA","Natural History Museum of Los Angeles County","LACM 115747","group",NA,"Paul Haaga, Jr, Heather Haaga, Blythe Haaga, Paul Haaga III and Catalina Haaga",NA,NA,"USA","retrieved from external source","""To honour their support of the Natural History Museum of Los Angeles County""","location/geography",NA,NA,NA,NA,NA,NA,"Fruitadens, from Fruita (hypodigm locality) and dens (Latin, tooth)","Bayerische Staatssammlung für Paläontologie und Geologie (RJB); Department of Palaeontology, The Natural History Museum (RJB); College of Naturopathic Medicine, University of Bridgeport (PMG); Department of Organismal Biology and Anatomy, University of Chicago (LBP); The Dinosaur Institute, Natural History Museum of Los Angeles County (LMC); Royal Tyrrell Museum of Palaeontology (DMH); Department of Biological Science, Florida State University (GME)","Germany (RJB); UK (RJB); USA (PMG, LBP, LMC, GME); Canada (DMH)",NA,"FALSE",NA
"Kayentavenator elysiae","Kayentavenator elysiae","Gay","2010","R. Gay. 2010. Kayentavenator elysiae, a new tetanuran from the Early Jurassic of Arizona.  In R. Gay (ed.), Notes on Early Mesozoic Theropods","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Kayentavenator","42503","243334","Thomas Halliday",NA,"English","dinosauria","valid","Silty Facies member, Willow Springs, Navajo Reservation/NE Arizona","USA","USA","University of California Museum of Paleontology","UCMP V128659","person",NA,"Elysia Jennett","female","assumed from ending","USA","retrieved from external source","""who has been both exceedingly helpful and supporting to the author during this research and others""","location/geography",NA,NA,NA,NA,NA,NA,"Named for the Kayenta Formation","University of California Museum of Paleontology","USA",NA,"FALSE","I (TJDH) believe that Elysia Jennett is or was married to Robert Gay, on the basis of the acknowledgements in her doctoral thesis and other circumstantial evidence found while searching for who she was."
"Cruxicheiros newmanorum","Cruxicheiros newmanorum","Benson and Radley","2010","R. B. J. Benson and J. D. Radley. 2010. A new large-bodied theropod dinosaur from the Middle Jurassic of Warwickshire, United Kingdom. Acta Palaeontologica Polonica 55(1):35-42","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Cruxicheiros","31460","160850","Thomas Wong Hearing","NA","English","dinosauria","valid","""Chipping Norton Limestone Formation (Lower Bathonian Zigzagiceras zigzag Biozone; Torrens 1980) of Cross Hands Quarry (National Grid Reference [NGR] SP 269 291) near Little Compton, Warwickshire""","UK","UK","Warwickshire Museum Service, Warwick, UK","WARMS G15770","group",NA,"Newman Family",NA,NA,"UK",NA,"""After the Newman family, owners of Cross Hands Quarry, Warwickshire, United Kingdom.""","location/geography","Greek & Latin",NA,NA,NA,NA,NA,"""From Latin crux, cross; and Greek cheiros, hand; intended as “cross hand”, a version of the locality name.""",NA,NA,NA,"FALSE",NA
"Paraelongatoolithus reticulatus","Paraelongatoolithus reticulatus","Wang et al.","2010","Q. Wang, X.-L. Wang, and Z.-K. Zhao, Y.-G. Jiang. 2010. [A new oogenus of Elongatoolithidae from the Upper Cretaceous Chichengshan Formation of Tiantai Basin, Zhejiang Province]. Vertebrata PalAsiatica 48(2):111-118","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Paraelongatoolithus","33958","171396","William Foster","NA","Chinese & English","egg","valid","Chengguan, Tiantai, Zhejiang Province","China","China","Institute of Vertebrate Paleontology and Paleoanthropology, Beijing","IVPP V 16514","morphological characteristics","Latin",NA,NA,NA,NA,NA,"From Latin reticulatus, reticulated, in reference to the texture of the outer surface of the eggshell.","in relation to other taxa","Greek",NA,NA,NA,NA,NA,"The prefix para<U+9104>, Greek, is used to indicate similarity in eggshell micro<U+9104> structure to the existing oogenus Elongatoolithus.","Key Laboratory of Evolutionary Systematics of Vertebrates, Institute of Vertebrate Paleontology and Paleoanthropology, Chinese Academy of Sciences Beijing (QW); Graduate University of Chinese Academy of Sciences Beijing (QW); Key Laboratory of Evolutionary Systematics of Vertebrates, Institute of Vertebrate Paleontology and Paleoanthropology, Chinese Academy of Sciences Beijing (XLW); Key Laboratory of Evolutionary Systematics of Vertebrates, Institute of Vertebrate Paleontology and Paleoanthropology, Chinese Academy of Sciences Beijing (ZKZ); Tiantai Bureau of Land and Resources of Zhejiang Province Tiantai","China; China; China; China",NA,"FALSE",NA
"Geminiraptor suarezarum","Geminiraptor suarezarum","Senter et al.","2010","P. Senter, J. I. Kirkland, and J. Bird, J. A. Bartlett. 2010. A new troodontid theropod dinosaur from the Lower Cretaceous of Utah. PLoS ONE 5(12):e14329","Chordata","Saurischia","Avetheropoda","Troodontidae","Geminiraptor","41602","235254","William Foster","urn:lsid:zoobank.org:act:4B950765-6016-4FC8-96ED-2219112C6E48",NA,"dinosauria","valid","The site is in western Grand County, Utah.","USA","USA","College of Eastern Utah Prehistoric Museum, Price Utah","CEUM 7319","group",NA,"Drs. Celina and Marina Suarez",NA,NA,"USA","inferred from paper","The species name refers to Drs. Celina and Marina Suarez, the twin geologists who discovered the Suarez site.","group","Latin",NA,NA,NA,NA,NA,"The genus name is from the Latin geminae (“twins,” in honor of the Suarez sisters) and raptor (“one who seizes or takes by force,” a common part of deinonychosaurian genus names).","Department of Biological Sciences, Fayetteville State University, Fayetteville, North Carolina, United States of America; Utah Geological Survey, Salt Lake City, Utah, United States of America; College of Eastern Utah Prehistoric Museum, Price, Utah, United States of America; College of Eastern Utah, Price, Utah, United States of America","USA; USA; USA; USA",NA,"FALSE",NA
"Blasisaurus canudoi","Blasisaurus canudoi","Cruzado-Caballero et al.","2010","P. Cruzado-Caballero, X. Pereda-Suberbiola, and J. I. Ruiz-Omeñaca. 2010. Blasisaurus canudoi gen. et sp. nov., a new lambeosaurine dinosaur (Hadrosauridae) from the latest Cretaceous of Arén (Huesca, Spain). Canadian Journal of Earth Sciences 47:1507-1517","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Blasisaurus","42493","243258","Nussaïbah B. Raja","NA","English","dinosauria","valid","Blasi 1 site in Arén (Huesca province); upper part of the Arén Formation",NA,"Spain","Zaragoza University Museum","MPZ99/667","person",NA,"Dr. Jose ´Ignacio Canudo","male","assumed from ending","Spain","inferred from paper","In honour of the palaeontologist Dr. Jose ´IgnacioCanudo, one of the leaders of the Grupo Aragosaurus–IUCA(Zaragoza)","location/geography",NA,NA,NA,NA,NA,NA,"From  the  Blasi  sites  in  Arén,  a  village  in  theprovince of Huesca (Aragon, Spain).","Grupo Aragosaurus — Instituto Universitario de Ciencias Ambientales; Universidad del Pai ´s Vasco — EHU; Grupo Aragosaurus — Instituto Universitario de Ciencias Ambientales","Spain; Spain; Spain",NA,"FALSE",NA
"Psittacosaurus gobiensis","Psittacosaurus gobiensis","Sereno et al.","2010","P. C. Sereno, X. Zhao, and L. Tan. 2010. A new psittacosaur from Inner Mongolia and the parrot-like structure and function of the psittacosaur skull. Proceedings of the Royal Society B: Biological Sciences 277(1679):199-209","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Psittacosaurus","35075","176565","Thomas Wong Hearing","NA","English","dinosauria","valid","""The holotype and potential referred specimens were found southwest of Suhongtu ... in the western Gobi Desert, Nei Mongol Autonomous Region, People’s Republic of China""","China","China","Long Hao Institute of Geology and Paleontology","LH PV2","location/geography",NA,NA,NA,NA,NA,NA,"""Gobi, after the Gobi Desert; -ensis (Latin) belonging to""","in relation to other taxa","Greek",NA,NA,NA,NA,NA,"""Parrot reptile"", after the similarity of the skull to that of a parrot","Department of Organismal Biology and Anatomy, University of Chicago, 1027 East 57th Street, Chicago, IL 60637; Institute of Vertebrate Paleontology and Paleoanthropology, Chinese Academy of Sciences, 100044 Beijing; Long Hao Institute of Geology and Paleontology, Bureau of Land and Resources, 010010 Hohhot","USA; China; China",NA,"FALSE",NA
"Sanjuansaurus gordilloi","Sanjuansaurus gordilloi","Alcober and Martínez","2010","O. A. Alcober and R. N. Martínez. 2010. A new herrerasaurid (Dinosauria, Saurischia) from the Upper Triassic Ischigualasto Formation of northwestern Argentina. Zookeys 63:55-81","Chordata","Saurischia","NO_ORDER_SPECIFIED","Herrerasauridae","Sanjuansaurus","34067","172073","Thomas Wong Hearing","urn:lsid:zoobank.org:act:84F081D6-4E0A-414E-83A3-D994263C1005","English","dinosauria","valid","""The specimen was found in the Cancha de Bochas Member (Currie et al. 2009), 40 m above the base of Ischigualasto Formation. The type locality, informally called “Herrera de la base”, is located 3 km northwestern of “Cancha de Bochas” locality, Ischigualasto Provincial Park, San Juan, Argentina (Figure 1).""","Argentina","Argentina","Instituto y Museo de Ciencias Naturales","PVSJ 605","person",NA,"Raul Gordilloi","male","assumed from ending","Argentina","inferred from paper","""gordilloi, in honor of Raul Gordillo, head fossil preparator and artist in the laboratory of the San Juan Museum and team member during many years of excavation.""","location/geography",NA,NA,NA,NA,NA,NA,"""Sanjuan, in reference to San Juan Province, Argentina; saurus, lizard (Latin)""","Museo de Ciencias Naturales, San Juan 5400","Argentina",NA,"FALSE",NA
"Mojoceratops perifania","Mojoceratops perifania","Longrich","2010","N. R. Longrich. 2010. Mojoceratops perifania, a new chasmosaurine ceratopsid from the late Campanian of western Canada. Journal of Paleontology 84(4):681-694","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Chasmosaurus","33878","170959","William Foster",NA,NA,"dinosauria","valid","bonebed along the South Saskatchewan River (now Lake Diefenbaker)","Canada","Canada","Royal Tyrrell Museum of Palaeontology, Drumheller, AB, Canada","TMP 1983.25.1","morphological characteristics","Greek",NA,NA,NA,NA,NA,"Perifania (Greek), pride, in reference to the elaborate and erect parietosquamosal frill.","morphological characteristics","early 20th century African-American English",NA,NA,NA,NA,NA,"From mojo (early 20th century AfricanAmerican English) a magic charm or talisman, often used to attract members of the opposite sex (in reference to the elaborate frill, which may  have functioned in courtship), ceras (Greek) horn, and ops (Greek), face.","Department of Geology, Yale University, New Haven, Connecticut 06520, USA","USA",NA,"FALSE",NA
"Machairasaurus leptonychus","Machairasaurus leptonychus","Longrich et al.","2010","N. R. Longrich, P. J. Currie, and Z.-M. Dong. 2010. A new oviraptorid (Dinosauria: Theropoda) from the Upper Cretaceous of Bayan Mandahu, Inner Mongolia. Palaeontology 53(5):945-960","Chordata","Saurischia","Avetheropoda","Oviraptoridae","Machairasaurus","34573","174101","Thomas Wong Hearing","NA","English","dinosauria","valid","""Bayan Mandahu Formation, Late Cretaceous (Campanian), Bayan Mandahu, Inner Mongolia.""","China","China","Institute of Vertebrate Paleontology and Paleoanthropology","IVPP V15979","morphological characteristics","Greek",NA,NA,NA,NA,NA,"""From Greek leptos, ‘slender’, and onychos, ‘claw'""","morphological characteristics","Greek",NA,NA,NA,NA,NA,"""From Greek machaira, a forward-curving sword (referring to the shape of the unguals), and saurus, ‘lizard.’""","Department of Geology and Geophysics, Yale University, PO Box 208109, New Haven, CT 06520-8109; Department of Biological Sciences, University of Alberta, Edmonton, Alberta, T6G 2E9; Institute of Vertebrate Paleontology and Paleoanthropology, Chinese Academy of Sciences, PO Box 643, Beijing 100044","USA; Canada; China",NA,"FALSE",NA
"Medusaceratops lokii","Medusaceratops lokii","Ryan et al.","2010","M. J. Ryan, A. P. Russell, and S. Hartman. 2010. A new chasmosaurine ceratopsid from the Judith River Formation, Montana.  In M. J. Ryan, B. J. Chinnery-Allgeier, D. A. Eberth (eds.), New Perspectives on Horned Dinosaurs: The Royal Tyrrell Museum Ceratopsian Symposium. Indiana University Press, Bloomington","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Medusaceratops","33792","170632","Bryan Gee","urn:lsid:zoobank.org:act:36B055FE-213D-46D6-BDFA-2B25E104E1E9","English","dinosauria","valid","The Mansfield Bonebed is located in the badlands on the west side of Kennedy Coulee adjacent to the Milk River, Montana","USA","USA","Wyoming Dinosaur Center","WDC-DJR-001","folklore/religion","Norse",NA,NA,NA,NA,NA,"Loki (mythological figure, Norse). Loki was a Norse god who contrived mischief for his fellow gods, the name thus alluding to the confusion experienced in trying to assign taxonomic designations to the material collected from the bonebed.","folklore/religion","Greek",NA,NA,NA,NA,NA,"Medusa (mythological figure, Greek) + ceratops (horned-face, Latinized Greek). Medusa was a monster in Greek mythology with ""hair"" comprised of snakes and a gaze that could turn men to stone. The allusion refers to the large, thick snake-like spikes that extend from the lateral margins of the posterior portion of the parietal.",NA,NA,NA,"FALSE","Affiliations not in article itself; must be at front of book"
"Chromogisaurus novasi","Chromogisaurus novasi","Ezcurra","2010","M. D. Ezcurra. 2010. A new early dinosaur (Saurischia: Sauropodomorpha) from the Late Triassic of Argentina: a reassessment of dinosaur origin and phylogeny. Journal of Systematic Palaeontology 8:371-425","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Chromogisaurus","42426","242722","William Foster",NA,NA,"dinosauria","valid","northern margin of Valle Pintado site (Section 3 of Currie et al. 2009), Agua de la Pena Group, Ischigualasto- ˜Villa Union Basin, Ischigualasto National Park, San Juan ´Province, Argentina","Argentina","Argentina","Paleontologia de Vertebrados Museo de San Juan","PVSJ 845","person",NA,"Dr. Fernando Novas","male","based on paper","Argentina","inferred from paper","The specific name is in honour of Dr. Fernando Novas, for his outstanding research on early dinosaur evolution.","location/geography","Greek",NA,NA,NA,NA,NA,"The generic name is derived from the Greek words chroma (colour, paint), gi (ground, land) and saurus (reptile); in allusion to the Valle Pintado (Painted Valley) locality of the schigualasto Fm. in which the new taxon was found.","Laboratorio de Anatom´ia Comparada y Evolucion de los Vertebrados, Museo Argentino de Ciencias Naturales ‘Bernardino Rivadavia’, ´ Av. Angel Gallardo 470 (C1405DJR), Buenos Aires, Argentina","Argentina",NA,"FALSE",NA
